id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1y_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_30d_in_currency
idle-usdc-risk-adjusted,idleusdcsafe,IdleUSDC (Risk Adjusted),https://assets.coingecko.com/coins/images/11930/large/idleusdc-safe.png?1596263257,1.092845,0.0,,785.47,0.0,1.093,1.093,0.000169,0.01547,0.0,0.0,0.0,718.739452756514,,1.093,0.0,2023-08-16T20:00:02.337Z,1.009,8.35245,2020-08-01T07:01:07.230Z,,2023-08-16T20:00:02.337Z,1.5760934223636767,0.015466615904447957,0.2593535152630631
idle-usdc-yield,idleusdcyield,IdleUSDC (Yield),https://assets.coingecko.com/coins/images/11932/large/idleusdcv3_32.png?1596263673,1.108656,0.0,,3002415.0,0.0,1.11,1.11,0.000118,0.01064,0.0,0.0,0.0,2708157.3411172,,1.11,0.0,2023-08-16T19:00:03.824Z,1.009,9.9095,2020-08-01T07:01:50.766Z,,2023-08-16T19:00:03.824Z,2.1635160314713446,0.010644650882519362,0.3531099655579884
idle-usdt-risk-adjusted,idleusdtsafe,IdleUSDT (Risk Adjusted),https://assets.coingecko.com/coins/images/11931/large/idleusdt-safe.png?1596263270,1.113784,0.0,,154.52,0.0,1.11,1.11,0.000122,0.01095,0.0,0.0,0.0,138.735140606427,,1.11,0.0,2023-08-16T20:00:02.123Z,1.009,10.39183,2020-08-01T07:01:51.891Z,,2023-08-16T20:07:00.889Z,2.5938999137823213,0.010954849855717222,0.3219210779942703
idle-usdt-yield,idleusdtyield,IdleUSDT (Yield),https://assets.coingecko.com/coins/images/11933/large/idleusdtv3maxyield_32.png?1596263688,1.139498,0.0,,2838310.0,0.0,1.14,1.14,0.000118,0.01036,0.0,0.0,0.0,2490842.19086008,,1.14,0.0,2023-08-16T20:00:01.031Z,1.01,12.8721,2020-08-01T07:01:07.140Z,,2023-08-16T20:07:01.431Z,3.535665123547929,0.010356509680689538,0.4101888983762383
idle-wbtc-yield,idlewbtcyield,IdleWBTC (Best Yield),https://assets.coingecko.com/coins/images/11936/large/idlewbtcv3maxyield_32.png?1596263736,29259.830986009,0.0,,28831.0,0.0,29368.0,29180.0,-50.07938814699082,-0.17084,0.0,0.0,0.0,0.985338334949339,,68807.0,-57.47566,2021-11-10T17:02:34.048Z,1.002,2921082.86486,2021-02-09T04:07:58.704Z,,2023-08-16T20:07:02.095Z,22.00787939495334,-0.1708432063560201,-2.3937820847415505
idm-token,idm,IDM Coop,https://assets.coingecko.com/coins/images/19665/large/8jVtkWu.png?1635736981,4.2063e-05,0.0,,42063.0,0.919564,,,,,,,0.0,1000000000.0,1000000000.0,0.01251076,-99.66378,2021-11-03T13:22:16.756Z,3.992e-05,5.3595,2023-06-30T13:50:49.250Z,,2023-08-02T06:58:57.930Z,-87.04123473578063,,-0.9360911566454885
idoodles,idoodles,IDOODLES,https://assets.coingecko.com/coins/images/28984/large/idoodles.png?1675760812,0.245069156,0.0,,,19842.99,0.917373,0.225159,0.01991042,8.84284,0.0,0.0,0.0,,,1.36,-82.01258,2023-02-07T09:18:09.426Z,0.133964,82.93723,2023-08-15T17:19:58.294Z,,2023-08-16T20:26:04.512Z,,8.842836566039955,-18.03072650903515
iethereum,ieth,iEthereum,https://assets.coingecko.com/coins/images/1065/large/ieth.png?1600765203,0.012472865,0.0,,224512.0,2.33,,,,,,,0.0,18000000.0,,2.16,-99.42201,2020-07-24T14:10:55.650Z,0.00078563,1487.63104,2020-10-27T02:33:58.154Z,,2023-08-03T15:00:18.781Z,-79.60772803387933,,-6.98902271829855
ifarm,ifarm,iFARM,https://assets.coingecko.com/coins/images/14472/large/ifarm.png?1616389133,35.334838314,0.0,,1423376.0,106.14,35.77,35.04,-0.02572695896331112,-0.07276,0.0,0.0,0.0,40282.4835346934,,1644.33,-97.85018,2021-03-23T20:39:07.860Z,27.75,27.41015,2023-01-08T23:16:18.416Z,,2023-08-16T20:27:14.107Z,-54.01821452166673,-0.0727560737921216,-7.3678859900363785
ifortune,ifc,iFortune,https://assets.coingecko.com/coins/images/29035/large/LOGO.jpg?1676097193,12.992053068,0.0,,519454504.0,32.26,13.01,7.59,0.00284815,0.02193,0.0,0.0,0.0,40000000.0,40000000.0,17.18,-24.40676,2023-02-18T21:54:54.315Z,4.99,160.03038,2023-06-17T02:53:23.213Z,,2023-08-16T20:27:53.123Z,,0.021927028820162058,11.373556064313123
iguverse,igup,IguVerse IGUP,https://assets.coingecko.com/coins/images/28434/large/IGUP_500x500.png?1670566898,0.001894571,0.0,,30311.0,3902.63,0.00193997,0.00172358,0.00015613,8.98124,0.0,0.0,0.0,16000000.0,,0.33692,-99.43773,2023-02-17T17:50:04.789Z,0.00166165,14.00806,2023-07-18T12:50:51.910Z,,2023-08-16T20:26:43.688Z,,8.981240097093455,13.323632225538425
ijascoin,ijc,IjasCoin,https://assets.coingecko.com/coins/images/14099/large/Ijascode-Flat-Logo-2-24-2021.png?1614304358,2.6446e-05,0.0,,739321.0,1810.82,2.67e-05,2.621e-05,-1.46485656763e-07,-0.55086,0.0,0.0,0.0,28000000000.0,,1.46,-99.99819,2021-03-08T08:08:03.060Z,8.26424e-10,3189678.70079,2021-08-19T10:56:38.789Z,,2023-08-16T20:27:43.900Z,87.92392354207841,-0.550856486157509,-48.965092370576116
ikolf,ikolf,IKOLF,https://assets.coingecko.com/coins/images/26868/large/IMG_20220814_132323_400.jpg?1660537118,1e-08,0.0,,979.48,69.97,9.797e-09,9.776e-09,5.054e-12,0.05163,0.0,0.0,0.0,100000000000.0,100000000000.0,8.43405e-07,-98.83866,2022-08-22T15:58:40.074Z,4.085e-09,139.74853,2022-10-02T19:17:47.974Z,,2023-08-16T20:27:49.846Z,,0.05163243801083351,-0.1420376742260646
ilcapo,capo,ILCAPO,https://assets.coingecko.com/coins/images/30282/large/w3oWSkCz_400x400.jpg?1684392122,0.001481332,0.0,,1478826.0,1139722.0,0.0015265,0.00146474,-4.4699903336789e-05,-2.92916,0.0,0.0,0.0,1000000000.0,1000000000.0,0.03297247,-95.51924,2023-05-11T17:19:39.726Z,0.00143504,2.95317,2023-08-04T04:26:38.965Z,,2023-08-16T20:27:25.011Z,,-2.929159844419938,-16.29840586665357
ilcoin,ilc,ILCOIN,https://assets.coingecko.com/coins/images/6238/large/image0.jpeg?1600824255,0.001955815,0.0,,4889543.0,6236.6,0.00207334,0.00192238,-0.000117019807548367,-5.6454,0.0,0.0,0.0,2500000000.0,,3.0,-99.93482,2019-01-30T06:05:42.926Z,0.00102755,90.25124,2021-12-07T11:33:50.094Z,,2023-08-16T20:27:59.156Z,-69.94902543223044,-5.6453982610794045,-1.9631014585713678
i-love-snoopy,lovesnoopy,I LOVE SNOOPY,https://assets.coingecko.com/coins/images/30340/large/dAlRqD6r_400x400.jpg?1684160560,1.5e-08,0.0,,30018347.0,751434.0,1.6323e-08,1.4954e-08,-1.065410722e-09,-6.56756,0.0,0.0,0.0,1980000000000000.0,1980000000000000.0,1.65385e-07,-90.82903,2023-05-16T11:52:40.318Z,1.3624e-08,11.32615,2023-07-24T12:34:36.116Z,,2023-08-16T20:27:59.238Z,,-6.567564542209219,-12.620140373440202
ilus-coin,ilus,ILUS Coin,https://assets.coingecko.com/coins/images/22662/large/Jez4bAM4.png?1642402319,0.050972489,0.0,,4396955.0,0.134583,,,,,,,0.0,86261333.0,,0.388841,-86.89117,2022-02-05T06:32:22.163Z,0.050083,1.77624,2022-07-13T10:39:22.883Z,,2023-07-26T16:00:26.620Z,-69.31162305893443,,-50.208344985437236
imayc,imayc,IMAYC,https://assets.coingecko.com/coins/images/28949/large/imayc.png?1675573323,0.978477586,0.0,,,12296.19,2.39,0.969355,-1.1686710929011523,-54.42898,0.0,0.0,0.0,,,2.91,-66.41226,2023-04-13T17:54:34.627Z,0.966592,1.22968,2023-08-08T03:03:51.817Z,,2023-08-16T20:26:03.835Z,,-54.42897850411021,-19.95648029850381
immortaldao,immo,ImmortalDAO,https://assets.coingecko.com/coins/images/22189/large/immortal_logo.png?1641188557,0.430805139,0.0,,3978.49,10.38,0.434471,0.420837,0.00139216,0.3242,0.0,0.0,0.0,9235.0,9235.0,175.25,-99.75354,2022-01-21T01:06:54.592Z,0.064913,565.38601,2022-12-07T16:33:29.763Z,,2023-08-16T20:25:26.341Z,-76.77558248924248,0.3242006205592342,-12.073292707958997
immortl,imrtl,Immortl (OLD),https://assets.coingecko.com/coins/images/21983/large/ONE.png?1640575713,5.524e-06,0.0,,55236.0,0.109079,5.53e-06,5.37e-06,1.716e-09,0.03107,0.0,0.0,0.0,10000000000.0,10000000000.0,0.00090691,-99.39095,2021-12-27T14:58:51.110Z,5.03e-06,9.82677,2023-06-10T06:52:08.744Z,,2023-08-16T08:45:04.911Z,-88.78781257318136,0.031069039192358372,-12.827095530993102
immortl-2,imrtl,Immortl,https://assets.coingecko.com/coins/images/29216/large/immortl.png?1677406854,0.001455963,0.0,,582385.0,72.73,,,,,,,0.0,400000000.0,,0.00451162,-67.72861,2023-02-27T03:45:39.251Z,0.00142833,1.93439,2023-08-14T08:00:43.208Z,,2023-08-14T11:47:10.355Z,,,-26.91576484337123
immutable,dara,Immutable,https://assets.coingecko.com/coins/images/17640/large/darav2.png?1662516483,0.005626139,0.0,,236194.0,520.68,0.0057577,0.00559185,-9.6451499692026e-05,-1.68545,0.0,0.0,0.0,42000000.0,42000000.0,0.507344,-98.89105,2021-08-13T13:25:16.939Z,0.00522777,7.62084,2022-07-14T12:06:30.366Z,,2023-08-16T20:27:23.797Z,-14.020580320205426,-1.6854517378041882,-9.559159737431761
imov,imt,IMOV,https://assets.coingecko.com/coins/images/26558/large/IMOV.png?1658796898,0.005626991,0.0,,563111.0,86244.0,0.00578347,0.00561376,-9.1414985609092e-05,-1.59861,0.0,0.0,0.0,100000000.0,100000000.0,1.16,-99.51345,2023-05-24T15:32:35.608Z,0.00260221,116.39739,2023-04-07T10:24:34.041Z,,2023-08-16T20:27:02.813Z,-69.64893373386514,-1.598609514101831,-19.124510417974907
impactxp,impactxp,ImpactXP,https://assets.coingecko.com/coins/images/21118/large/TJpEKVBW_400x400.jpg?1638340573,0.0,0.0,,115881.0,0.01094325,,,,,,,0.0,1e+18,,3.90989e-10,-99.97036,2022-01-08T10:35:57.941Z,5.331e-14,117.37137,2022-11-22T10:04:11.416Z,,2023-08-07T13:30:22.180Z,-98.2080520402213,,-3.029129085993648
impermax-2,ibex,Impermax,https://assets.coingecko.com/coins/images/27606/large/IqwOmX-c_400x400.jpeg?1664846656,0.033561631,0.0,,1736734.0,6255.48,0.03768237,0.03357367,-0.004083028526046834,-10.84624,0.0,0.0,0.0,51750310.0,,0.072797,-53.89959,2023-03-23T20:19:29.573Z,0.01467822,128.63727,2022-11-20T07:23:35.942Z,,2023-08-16T20:27:38.931Z,,-10.846235862565587,-17.336029136838984
impostors-blood,blood,Impostors Blood,https://assets.coingecko.com/coins/images/25527/large/RV4nKK2RDO47XzfSLgGs_llgXivhdfpI3tso0.png?1652240523,0.016293446,0.0,,3257262.0,1895.2,0.01633991,0.01593392,9.832e-05,0.60709,0.0,0.0,0.0,200000000.0,200000000.0,0.125296,-87.00176,2022-05-11T10:03:51.332Z,0.00969816,67.93197,2022-12-30T12:19:31.136Z,,2023-08-16T20:27:14.381Z,-6.980660990475281,0.607086249341036,-12.669350327493847
incognito-2,prv,Incognito,https://assets.coingecko.com/coins/images/21971/large/50738351.png?1640560573,0.13470127,0.0,,2222.71,6.39,,,,,,,0.0,16501.0,16501.0,1.55,-91.28439,2021-12-27T00:33:44.264Z,0.105896,27.20192,2023-06-24T16:15:54.658Z,,2023-08-03T10:30:16.374Z,-70.9638378616783,,-2.3339247058910573
income-island,income,Income Island,https://assets.coingecko.com/coins/images/21125/large/income_island.PNG?1638342832,4.3e-08,0.0,,43288.0,0.0,,,,,,,0.0,1000000000000.0,1000000000000.0,6.03e-06,-99.28269,2021-12-01T07:33:33.031Z,3.7401e-08,15.74157,2023-06-28T19:51:21.313Z,,2023-08-14T05:00:22.264Z,-96.7002933857506,,5.54879485936587
indian-shiba-inu,indshib,Indian Shiba Inu,https://assets.coingecko.com/coins/images/24941/large/mvnnSVVU_400x400.jpg?1649424156,9.975e-06,0.0,,9976.74,0.705398,9.99e-06,9.93e-06,-3.823571159e-09,-0.03832,0.0,0.0,0.0,1000000000.0,,0.00250592,-99.60187,2022-04-09T01:18:00.651Z,4.84e-06,106.31722,2023-06-13T20:29:18.026Z,,2023-08-16T20:27:50.021Z,-98.89206167978327,-0.03831813365235441,-0.24199559447210603
indigg,indi,IndiGG,https://assets.coingecko.com/coins/images/23857/large/https___bucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com_public_images_0cb39c1f-db6d-4dd9-9143-1f30ee38d74d_743x726.jpeg?1645594083,0.014910136,0.0,,14903321.0,16114.43,0.01496558,0.01448153,0.00013672,0.92547,0.0,0.0,0.0,1000000000.0,,0.508023,-97.0874,2022-04-23T00:23:36.428Z,0.00818659,80.74292,2023-05-06T15:55:41.398Z,,2023-08-16T20:27:46.009Z,-89.76431679294869,0.9254703708634652,0.4549289922569835
indigo-protocol-ieth,ieth,Indigo Protocol iETH,https://assets.coingecko.com/coins/images/29285/large/iETHsmall.png?1677754817,1906.562460009,0.0,,,4515.41,1962.93,1887.29,-30.7118432061136,-1.58531,0.0,0.0,0.0,,,2488.22,-23.08141,2023-04-20T01:54:36.144Z,1429.8,33.85837,2023-03-10T11:21:44.366Z,,2023-08-16T20:26:50.071Z,,-1.5853120621662675,-5.913702723762642
inedible-coin,inedible,Inedible Coin,https://assets.coingecko.com/coins/images/30828/large/ZIGj-TlV_400x400.jpg?1688351063,0.0,0.0,,427980.0,214569.0,5.22617e-10,4.61856e-10,-1.61017e-12,-0.33373,0.0,0.0,0.0,888888888888888.0,888888888888888.0,5.148e-09,-90.64397,2023-07-04T06:29:31.794Z,4.61856e-10,4.29427,2023-08-16T08:20:28.761Z,,2023-08-16T20:27:21.885Z,,-0.33372668269009953,-63.643953444033166
inery,$inr,Inery,https://assets.coingecko.com/coins/images/26215/large/R9hQxqQK_400x400.jpg?1656577686,0.014157836,0.0,,11322260.0,127847.0,0.01431066,0.01398998,8.058e-05,0.57238,0.0,0.0,0.0,800000000.0,800000000.0,0.539486,-97.37661,2022-09-30T17:47:43.928Z,0.01271283,11.32713,2023-04-28T06:54:26.728Z,,2023-08-16T20:27:06.838Z,,0.5723821104811454,-21.733122407961332
infiblue-world,monie,Infiblue World,https://assets.coingecko.com/coins/images/30236/large/Monie_logo_200.png?1683710114,0.237729049,0.0,,475146199.0,3915.56,0.265945,0.237177,-0.027846417570849213,-10.48531,0.0,0.0,0.0,16647778.0,2000000000.0,0.812038,-70.73074,2023-07-16T19:43:53.482Z,0.237177,0.21101,2023-08-16T19:40:04.469Z,,2023-08-16T20:27:39.300Z,,-10.485312471905951,-48.45235436820117
infinitee,inftee,Infinitee,https://assets.coingecko.com/coins/images/17010/large/infinitee_logo.png?1626067348,9.4757e-05,0.0,,4614.49,22.08,,,,,,,0.0,48698035.0,,0.03194577,-99.70338,2021-07-24T17:17:29.094Z,9.223e-05,2.73855,2023-06-28T19:45:34.005Z,,2023-08-03T10:30:16.380Z,-46.00520967060333,,-0.9252658594370562
infinite-launch,ila,Infinite Launch,https://assets.coingecko.com/coins/images/20883/large/infinite_launch.PNG?1637823260,0.000455757,0.0,,,725.24,0.00047373,0.00045166,-1.2621344866114e-05,-2.69469,0.0,0.0,0.0,,,0.684988,-99.93347,2021-11-29T22:43:23.933Z,0.00038045,19.77873,2023-08-03T16:22:56.073Z,,2023-08-16T20:26:50.529Z,-89.40728082348053,-2.6946919976862866,-52.779341377178945
infinity-angel,ing,Infinity Games,https://assets.coingecko.com/coins/images/27651/large/ing.png?1672986642,0.000800933,0.0,,4004214.0,219402.0,0.00081013,0.00079446,-6.066771887174e-06,-0.75177,0.0,0.0,0.0,5000000000.0,,0.069273,-98.84393,2022-10-06T10:00:19.734Z,0.00071935,11.32885,2023-03-07T08:21:39.501Z,,2023-08-16T20:27:31.965Z,,-0.7517689481263207,-13.572039253452994
infinity-arena,inaz,Infinity Arena,https://assets.coingecko.com/coins/images/24315/large/0tMkBSx9_400x400.jpg?1647353638,0.000251319,0.0,,251320.0,4.68,0.00025636,0.00025063,-3.609795987245e-06,-1.416,0.0,0.0,0.0,1000000000.0,,0.01828052,-98.62581,2022-03-16T02:23:10.085Z,0.00025063,0.23252,2023-08-16T16:30:25.263Z,,2023-08-16T20:27:14.811Z,-84.94040860489984,-1.4159993161010183,-4.715420906807079
infinity-box,ibox,Infinity Box,https://assets.coingecko.com/coins/images/29941/large/yMaHVj13_400x400.jpg?1682308074,0.035544688,0.0,,355447.0,42912.0,,,,,,,0.0,10000000.0,,0.057046,-37.69134,2023-04-24T11:54:22.009Z,0.01264058,181.19502,2023-05-10T17:43:57.953Z,,2023-05-18T20:30:16.064Z,,,0.0
infinity-protocol,infinity,Infinity Protocol,https://assets.coingecko.com/coins/images/28291/large/200x200.png?1669256067,7.062e-06,0.0,,7062.03,5.79,,,,,,,0.0,1000000000.0,1000000000.0,0.00034715,-97.96569,2022-11-24T04:03:34.274Z,6.14e-06,15.02998,2023-03-10T11:51:38.946Z,,2023-04-28T16:03:35.319Z,,,0.0
infinium,inf,Infinium,https://assets.coingecko.com/coins/images/14291/large/logo3_new.png?1615281725,0.001195374,0.0,,,17.93,,,,,,,0.0,,,0.00839949,-85.76849,2021-03-29T07:27:13.938Z,5.331e-05,2142.44072,2022-06-18T20:44:00.415Z,,2023-07-21T17:57:06.837Z,28.718690762786952,,4.45875314754825
inflationcoin,iflt,InflationCoin,https://assets.coingecko.com/coins/images/1377/large/inflationcoin.png?1547035402,6.2e-07,0.0,,,1.59,,,,,,,0.0,,,0.00057659,-99.89252,2021-04-13T08:05:20.734Z,9.977e-09,6111.61301,2020-08-22T20:30:42.020Z,,2023-08-01T22:41:42.970Z,-27.464357455245537,,-1.8280611943509222
inflation-hedging-coin,ihc,Inflation Hedging Coin,https://assets.coingecko.com/coins/images/18835/large/imgonline-com-ua-Resize-QspvgKzsspQpANbd.png?1642665432,4.1364e-05,0.0,,41363937.0,27761.0,4.421e-05,4.092e-05,-1.604374716515e-06,-3.73386,0.0,0.0,0.0,1000000000000.0,1000000000000.0,0.00261277,-98.41501,2021-10-08T16:39:24.969Z,3.247e-05,27.52973,2023-06-30T14:16:10.759Z,,2023-08-16T20:26:00.217Z,-75.88581985557984,-3.7338555790797785,7.789262383238568
infliv,ifv,INFLIV,https://assets.coingecko.com/coins/images/5279/large/INFLIV_LOGO_PNG.png?1550657927,0.000432919,0.0,,30291.0,376.19,0.00043547,0.00043082,6.38456e-07,0.14769,0.0,0.0,0.0,70000000.0,,1.03,-99.95779,2019-02-22T10:25:30.160Z,5.113e-05,750.45484,2019-06-03T00:00:00.000Z,"{'times': -0.9940038986690274, 'currency': 'usd', 'percentage': -99.40038986690274}",2023-08-16T20:27:48.925Z,-92.36502435129697,0.147694963026496,-12.084183729705106
inftspace,ins,iNFTspace,https://assets.coingecko.com/coins/images/24681/large/4hTuPCCC_400x400.jpg?1648560503,7.0905e-05,0.0,,70896323.0,118481.0,7.776e-05,6.881e-05,9.21079e-07,1.31613,0.0,0.0,0.0,1000000000000.0,,0.00101185,-92.9934,2022-04-29T15:59:35.940Z,4.99e-06,1319.78971,2023-06-05T17:18:59.318Z,,2023-08-16T20:26:43.287Z,-52.05468376657015,1.3161270838361854,-57.09999907133605
ink-2,ink,INK,https://assets.coingecko.com/coins/images/31132/large/oasisswap.jpeg?1690800554,0.000495152,0.0,,495152.0,2578.17,0.00050143,0.00049515,-5.269422412861e-06,-1.053,0.0,0.0,0.0,1000000000.0,,0.00330706,-85.02743,2023-08-01T02:35:25.103Z,0.0004926,0.51734,2023-08-11T22:49:48.848Z,,2023-08-16T16:30:25.448Z,,-1.0529974317121806,
ink-fantom,ink,Ink Fantom,https://assets.coingecko.com/coins/images/23511/large/0xffabb85adb5c25d57343547a8b32b62f03814b12.png?1644300315,0.551695481,0.0,,55170.0,11.46,0.564829,0.538742,-0.010767572396658045,-1.91436,0.0,0.0,0.0,100000.0,,647.06,-99.91474,2022-02-10T00:37:40.879Z,0.098545,459.82837,2023-04-13T08:35:25.475Z,,2023-08-16T20:27:08.783Z,5.218806883688414,-1.9143608319043166,-2.118150237583566
innitforthetech,innit,InnitForTheTECH,https://assets.coingecko.com/coins/images/26724/large/INNITlogo.jpg?1659876626,2.73e-05,0.0,,273004.0,1863.18,2.738e-05,2.724e-05,-6.4813231478e-08,-0.23685,0.0,0.0,0.0,10000000000.0,10000000000.0,9.932e-05,-72.5117,2022-08-07T16:25:19.442Z,1.074e-05,154.17404,2023-06-10T17:07:08.723Z,,2023-08-16T19:30:08.008Z,-47.04872126561542,-0.23684564854410944,47.32462154090836
innova,inn,Innova,https://assets.coingecko.com/coins/images/1131/large/Innova.png?1583373650,0.003697044,0.0,,66547.0,3.0,,,,,,,0.0,18000000.0,,16.72,-99.97789,2018-01-12T00:00:00.000Z,0.00015086,2350.5705,2020-01-06T17:29:31.145Z,,2023-08-13T08:57:04.576Z,676.6714730407325,,-79.90596166768772
innovative-bioresearch,innbc,Innovative Bioresearch Coin,https://assets.coingecko.com/coins/images/4043/large/INNBC.png?1582800857,1e-08,0.0,,143791.0,10.79,9.998e-09,9.978e-09,-2.536551e-12,-0.02538,0.0,0.0,0.0,14393254004163.0,,99.66,-100.0,2020-05-18T19:38:49.109Z,7.99358e-10,1149.77035,2022-08-14T07:45:58.113Z,"{'times': -0.9999999913878131, 'currency': 'usd', 'percentage': -99.99999913878132}",2023-08-16T04:23:38.657Z,-65.39129584046881,-0.025384111777345893,4.318245570335411
inoovi,ivi,Inoovi,https://assets.coingecko.com/coins/images/10372/large/Bvp7U25U_400x400.jpg?1578674638,1e-08,0.0,,10417.65,0.00208707,1.1543e-08,1.0356e-08,-1.003721806e-09,-8.78788,0.0,0.0,0.0,1000000000001.0,,2.639e-05,-99.96052,2020-12-27T20:56:43.018Z,5.31631e-10,1859.86152,2021-02-17T05:52:16.781Z,,2023-08-16T20:26:59.538Z,-17.308192626345047,-8.787876683717025,-0.5760235975405281
inpulse-x-2,ipx,InpulseX,https://assets.coingecko.com/coins/images/30112/large/inpulse-x.jpg?1683101137,0.000201459,0.0,,1209241.0,96749.0,0.00020745,0.00020049,-4.361708735463e-06,-2.11918,0.0,0.0,0.0,6000000000.0,6000000000.0,0.00084345,-76.09793,2023-05-03T19:53:10.107Z,0.00020049,0.55638,2023-08-16T14:10:05.753Z,,2023-08-16T20:27:47.233Z,,-2.11917907989144,-15.767786159174548
ins3-finance-coin,itf,Ins3.Finance Coin,https://assets.coingecko.com/coins/images/14437/large/4UgBz9EJ_400x400.jpg?1616057250,0.035597625,0.0,,7060.15,1.89,,,,,,,0.0,198332.0,,13.72,-99.74051,2021-04-06T07:21:08.967Z,0.01873685,89.98721,2023-03-09T21:41:01.611Z,,2023-08-15T01:30:10.230Z,-97.37410888792913,,-3.591477733691787
insight-ai,insai,Insight AI,https://assets.coingecko.com/coins/images/29135/large/My_project-1.jpg?1676958886,0.007306108,0.0,,7306.11,49.17,,,,,,,0.0,1000000.0,1000000.0,0.822412,-99.11162,2023-02-21T15:01:08.362Z,0.00666289,9.65381,2023-03-28T17:40:02.930Z,,2023-07-26T13:30:18.224Z,,,-7.696349316973855
instrumental-finance,strm,Instrumental Finance,https://assets.coingecko.com/coins/images/21407/large/HRZ0RUOh_400x400.jpg?1639088027,0.01088915,0.0,,1088915.0,48.06,,,,,,,0.0,100000000.0,100000000.0,0.806049,-98.64907,2021-12-10T07:37:36.223Z,0.01079055,0.91375,2023-06-10T19:17:57.460Z,,2023-08-09T07:09:11.165Z,-74.68202376820572,,-6.486173704490726
insurabler,insr,Insurabler,https://assets.coingecko.com/coins/images/30735/large/Insurabler.png?1686710231,0.109141729,0.0,,1305898.0,117112.0,0.124763,0.104956,-0.01539119998667604,-12.35914,0.0,0.0,0.0,12000000.0,12000000.0,0.429323,-74.57818,2023-07-09T18:47:18.017Z,0.104956,3.98844,2023-08-16T15:13:34.370Z,,2023-08-16T20:26:48.721Z,,-12.35914079070428,-57.9462462202422
insuredao,insure,InsureDAO,https://assets.coingecko.com/coins/images/23913/large/InsureDAO_-_Final_Logo_%28solo%29.png?1645682885,0.001792808,0.0,,225894.0,1828.98,0.00179968,0.00178944,-4.141517422212e-06,-0.23047,0.0,0.0,0.0,126000000.0,,0.392493,-99.54323,2022-02-24T06:09:17.260Z,0.00178944,0.18811,2023-08-16T05:55:29.202Z,,2023-08-16T08:38:24.100Z,-94.96692750165822,-0.23047485885806224,-32.078133572640446
insured-finance,infi,Insured Finance,https://assets.coingecko.com/coins/images/13727/large/logo_%287%29.png?1611210296,0.001347773,0.0,,161733.0,708.38,,,,,,,0.0,120000000.0,,1.76,-99.92324,2021-02-17T15:46:11.920Z,0.00124255,8.46805,2023-06-15T18:11:13.816Z,,2023-08-07T01:12:02.843Z,-77.61145906642129,,0.6891006603876351
insureum,isr,Insureum,https://assets.coingecko.com/coins/images/4888/large/insureum.png?1547974141,0.001986101,0.0,,589050.0,43.1,0.00208394,0.00198106,-9.1363254035999e-05,-4.39783,0.0,0.0,0.0,297000000.0,,0.229156,-99.13472,2018-11-17T11:44:32.510Z,0.00063053,214.47234,2020-04-29T19:18:41.874Z,"{'times': -0.9801389947643783, 'currency': 'usd', 'percentage': -98.01389947643783}",2023-08-16T20:27:07.885Z,-68.44314148482164,-4.397826572053484,-31.47944777846627
insurex,ixt,iXledger,https://assets.coingecko.com/coins/images/814/large/ixledger.png?1547034602,0.000960754,0.0,,63197.0,0.600471,,,,,,,0.0,65778843.8311976,,3.58,-99.97315,2018-01-13T00:00:00.000Z,0.00045061,113.21157,2020-10-23T16:56:48.042Z,,2023-08-15T16:28:46.497Z,-80.96993942758907,,-12.410944952193224
intelly,intl,Intelly,https://assets.coingecko.com/coins/images/28782/large/logo_200x200.jpeg?1674195662,0.32004787,0.0,,320047870.0,131284.0,0.321199,0.320048,-0.000522058749142518,-0.16285,0.0,0.0,0.0,1000000000.0,1000000000.0,0.978955,-67.3072,2023-01-20T11:34:23.013Z,0.01016022,3050.00889,2023-05-07T01:33:24.534Z,,2023-08-16T18:31:02.533Z,,-0.1628533129363032,-5.019335618948967
interactwith-token,inter,InteractWith,https://assets.coingecko.com/coins/images/29587/large/Pfp_Transparent_1.png?1679885064,0.013805447,0.0,,1380545.0,1173.51,,,,,,,0.0,100000000.0,100000000.0,0.128122,-89.22472,2023-03-27T02:52:45.299Z,0.01380215,0.0239,2023-05-18T11:04:31.217Z,,2023-05-18T12:25:54.220Z,,,0.0
interbtc,ibtc,interBTC,https://assets.coingecko.com/coins/images/26217/large/interBTC_for_Exchanges.png?1656578114,29441.299431916,0.0,,,23620.0,29690.0,29057.0,356.1,1.22435,0.0,0.0,0.0,,,90621.0,-67.51651,2023-07-16T15:30:46.413Z,13992.39,110.37853,2023-05-08T07:43:21.525Z,,2023-08-16T20:27:34.551Z,,1.2243467819993976,-66.855412560743
